com.samsung.shealth.tracker.heart_rate,6266001,3
source,tag_id,com.samsung.health.heart_rate.create_sh_ver,com.samsung.health.heart_rate.heart_beat_count,com.samsung.health.heart_rate.start_time,com.samsung.health.heart_rate.custom,com.samsung.health.heart_rate.binning_data,com.samsung.health.heart_rate.modify_sh_ver,com.samsung.health.heart_rate.update_time,com.samsung.health.heart_rate.create_time,com.samsung.health.heart_rate.max,com.samsung.health.heart_rate.min,com.samsung.health.heart_rate.time_offset,com.samsung.health.heart_rate.deviceuuid,com.samsung.health.heart_rate.comment,com.samsung.health.heart_rate.pkg_name,com.samsung.health.heart_rate.end_time,com.samsung.health.heart_rate.datauuid,com.samsung.health.heart_rate.heart_rate
,20000,,1,2021-04-10 16:28:00.000,,,,2021-04-10 16:28:00.000,2021-04-10 16:28:00.000,81.0,81.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-10 16:28:00.000,b80d3e00-c118-d5fa-3099-53176deeacb6,81.0,
,20000,,1,2021-04-10 16:38:00.000,,,,2021-04-10 16:38:00.000,2021-04-10 16:38:00.000,98.0,98.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-10 16:38:00.000,016c48be-25ac-b646-c31e-a34a46969e20,98.0,
,20000,,1,2021-04-10 16:47:00.000,,,,2021-04-10 16:47:00.000,2021-04-10 16:47:00.000,91.0,91.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-10 16:47:00.000,e10e6910-5b88-f420-172b-9ee21aa696bc,91.0,
,20000,,1,2021-04-10 17:07:00.000,,,,2021-04-10 17:07:00.000,2021-04-10 17:07:00.000,97.0,97.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-10 17:07:00.000,36207d1f-8345-ee48-f11e-92ed3167f6bf,97.0,
,20000,,1,2021-04-10 17:37:00.000,,,,2021-04-10 17:37:00.000,2021-04-10 17:37:00.000,103.0,103.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-10 17:37:00.000,08c67948-790b-9d83-acb7-46903254f657,103.0,
,20000,,1,2021-04-10 17:47:00.000,,,,2021-04-10 17:47:00.000,2021-04-10 17:47:00.000,95.0,95.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-10 17:47:00.000,4969f070-0ed3-47c5-ab51-434bfa2991c3,95.0,
,20000,,1,2021-04-10 17:57:00.000,,,,2021-04-10 17:57:00.000,2021-04-10 17:57:00.000,99.0,99.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-10 17:57:00.000,cee83370-def1-6416-cd74-f8e458874b5b,99.0,
,20000,,1,2021-04-10 18:27:00.000,,,,2021-04-10 18:27:00.000,2021-04-10 18:27:00.000,90.0,90.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-10 18:27:00.000,5b3188f7-6203-65b7-5135-2120fc62f0a8,90.0,
,20000,,1,2021-04-10 18:37:00.000,,,,2021-04-10 18:37:00.000,2021-04-10 18:37:00.000,98.0,98.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-10 18:37:00.000,c3153ffe-63a9-16f8-9ad4-e3cf793e9828,98.0,
,20000,,1,2021-04-10 18:47:00.000,,,,2021-04-10 18:47:00.000,2021-04-10 18:47:00.000,96.0,96.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-10 18:47:00.000,a12614bd-751d-b52f-8d08-8ac363f19d3f,96.0,
,20000,,1,2021-04-10 18:57:00.000,,,,2021-04-10 18:57:00.000,2021-04-10 18:57:00.000,96.0,96.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-10 18:57:00.000,591f5e0b-c1f0-940f-38b7-9bf77f4fd9f0,96.0,
,20000,,1,2021-04-10 19:07:00.000,,,,2021-04-10 19:07:00.000,2021-04-10 19:07:00.000,95.0,95.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-10 19:07:00.000,3e3821e6-72b6-21fe-ffb3-91ec59698d72,95.0,
,20000,,1,2021-04-10 19:17:00.000,,,,2021-04-10 19:17:00.000,2021-04-10 19:17:00.000,92.0,92.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-10 19:17:00.000,2ca4c907-3a9d-ba28-6850-3c48cc590769,92.0,
,20000,,1,2021-04-10 19:27:00.000,,,,2021-04-10 19:27:00.000,2021-04-10 19:27:00.000,93.0,93.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-10 19:27:00.000,43d66735-10d4-4268-7109-458e409ad45d,93.0,
,20000,,1,2021-04-10 19:37:00.000,,,,2021-04-10 19:37:00.000,2021-04-10 19:37:00.000,94.0,94.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-10 19:37:00.000,f972229e-9de5-4484-135a-c040511998d6,94.0,
,20000,,1,2021-04-10 19:47:00.000,,,,2021-04-10 19:47:00.000,2021-04-10 19:47:00.000,99.0,99.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-10 19:47:00.000,d4299032-6625-af4a-afe8-3101e472acfb,99.0,
,20000,,1,2021-04-10 19:57:00.000,,,,2021-04-10 19:57:00.000,2021-04-10 19:57:00.000,93.0,93.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-10 19:57:00.000,38cc5b34-058c-8989-e045-802f7163157f,93.0,
,20000,,1,2021-04-10 20:07:00.000,,,,2021-04-10 20:07:00.000,2021-04-10 20:07:00.000,95.0,95.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-10 20:07:00.000,6cc4e6f9-33e3-30e2-cb80-73a22c53134a,95.0,
,20000,,1,2021-04-10 20:17:00.000,,,,2021-04-10 20:17:00.000,2021-04-10 20:17:00.000,104.0,104.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-10 20:17:00.000,c7142000-5b40-001e-3edc-591b17542c7b,104.0,
,20000,,1,2021-04-10 20:27:00.000,,,,2021-04-10 20:27:00.000,2021-04-10 20:27:00.000,103.0,103.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-10 20:27:00.000,92b2b93c-d1e1-57b5-e161-d12ede0ffe26,103.0,
,20000,,1,2021-04-10 20:37:00.000,,,,2021-04-10 20:37:00.000,2021-04-10 20:37:00.000,93.0,93.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-10 20:37:00.000,5ba49cd0-bd20-0ab8-6987-6f6c4f6467cd,93.0,
,20000,,1,2021-04-10 21:08:00.000,,,,2021-04-10 21:08:00.000,2021-04-10 21:08:00.000,92.0,92.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-10 21:08:00.000,485750be-622f-8b9e-3f69-c54ae8fad4ad,92.0,
,21313,,1,2021-04-10 21:00:00.000,,ea9e3cf2-7b81-94d1-63bf-8d47445c66bf.com.samsung.health.heart_rate.binning_data.json,,2021-04-10 21:49:00.000,2021-04-10 21:49:00.000,150.0,79.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-10 21:49:00.000,ea9e3cf2-7b81-94d1-63bf-8d47445c66bf,126.0,
,21313,,1,2021-04-10 21:51:00.000,,bf51efe5-3425-245d-afcd-ad310770f9e8.com.samsung.health.heart_rate.binning_data.json,,2021-04-10 21:59:59.000,2021-04-10 21:59:59.000,132.0,79.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-10 21:59:59.000,bf51efe5-3425-245d-afcd-ad310770f9e8,111.0,
,21313,,1,2021-04-10 22:00:00.000,,04d702fb-aea1-3468-1534-418f3a7e2e54.com.samsung.health.heart_rate.binning_data.json,,2021-04-10 22:59:59.000,2021-04-10 22:59:59.000,130.0,101.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-10 22:59:59.000,04d702fb-aea1-3468-1534-418f3a7e2e54,115.0,
,21313,,1,2021-04-10 23:00:00.000,,4ac99664-82aa-a0f1-82a3-2c6ba7748260.com.samsung.health.heart_rate.binning_data.json,,2021-04-10 23:06:33.000,2021-04-10 23:05:00.000,115.0,103.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-10 23:05:00.000,4ac99664-82aa-a0f1-82a3-2c6ba7748260,110.0,
,20000,,1,2021-04-11 11:47:00.000,,,,2021-04-11 11:47:00.000,2021-04-11 11:47:00.000,100.0,100.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 11:47:00.000,0d4ae89c-8051-1caa-f428-9f7e0842ea7b,100.0,
,20000,,1,2021-04-11 11:57:00.000,,,,2021-04-11 11:57:00.000,2021-04-11 11:57:00.000,86.0,86.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 11:57:00.000,01cdb402-09ae-fd48-73f5-7bfc631d58e2,86.0,
,20000,,1,2021-04-11 12:07:00.000,,,,2021-04-11 12:07:00.000,2021-04-11 12:07:00.000,94.0,94.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 12:07:00.000,6bd6c374-c5af-085f-73e2-4fd9e3030f0c,94.0,
,20000,,1,2021-04-11 12:27:00.000,,,,2021-04-11 12:27:00.000,2021-04-11 12:27:00.000,75.0,75.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 12:27:00.000,58258124-b314-3c6f-76d8-134d22d310fd,75.0,
,20000,,1,2021-04-11 12:37:00.000,,,,2021-04-11 12:37:00.000,2021-04-11 12:37:00.000,96.0,96.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 12:37:00.000,ce1d83fd-7588-3d9b-2c51-88133a3f6733,96.0,
,20000,,1,2021-04-11 12:47:00.000,,,,2021-04-11 12:47:00.000,2021-04-11 12:47:00.000,103.0,103.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 12:47:00.000,f116e5de-8ff9-6c92-c955-a69673cc3245,103.0,
,20000,,1,2021-04-11 13:17:00.000,,,,2021-04-11 13:17:00.000,2021-04-11 13:17:00.000,104.0,104.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 13:17:00.000,8c690a8b-51aa-4c75-7f49-32b53d94bf47,104.0,
,20000,,1,2021-04-11 13:37:00.000,,,,2021-04-11 13:37:00.000,2021-04-11 13:37:00.000,95.0,95.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 13:37:00.000,880fd6fc-12ff-0c95-7fa3-a7a35b742e2a,95.0,
,20000,,1,2021-04-11 13:39:00.000,,,,2021-04-11 13:39:00.000,2021-04-11 13:39:00.000,70.0,70.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 13:39:00.000,8761ca27-e53b-1e5e-6983-551e1d49c8de,70.0,
,20000,,1,2021-04-11 13:47:00.000,,,,2021-04-11 13:47:00.000,2021-04-11 13:47:00.000,90.0,90.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 13:47:00.000,da7144df-5814-d4aa-0cf0-14613b19f5ec,90.0,
,20000,,1,2021-04-11 13:57:00.000,,,,2021-04-11 13:57:00.000,2021-04-11 13:57:00.000,99.0,99.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 13:57:00.000,7f293abe-aaf7-7717-3f20-d57662a7cc49,99.0,
,20000,,1,2021-04-11 14:07:00.000,,,,2021-04-11 14:07:00.000,2021-04-11 14:07:00.000,80.0,80.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 14:07:00.000,001aa9b7-37cb-a572-bef3-4357f0743f28,80.0,
,20000,,1,2021-04-11 14:17:00.000,,,,2021-04-11 14:17:00.000,2021-04-11 14:17:00.000,93.0,93.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 14:17:00.000,6b6091bd-3db3-a26a-314f-a468fdd6c2f5,93.0,
,20000,,1,2021-04-11 14:47:00.000,,,,2021-04-11 14:47:00.000,2021-04-11 14:47:00.000,77.0,77.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 14:47:00.000,19d09b64-2b7e-ad75-8f4f-8afa9a7fe015,77.0,
,20000,,1,2021-04-11 14:57:00.000,,,,2021-04-11 14:57:00.000,2021-04-11 14:57:00.000,85.0,85.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 14:57:00.000,3614e2f5-6136-cc03-31c4-c69542a51f51,85.0,
,20000,,1,2021-04-11 15:17:00.000,,,,2021-04-11 15:17:00.000,2021-04-11 15:17:00.000,99.0,99.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 15:17:00.000,48a189e7-ec89-1029-9e73-d5f2ff9c6d89,99.0,
,20000,,1,2021-04-11 15:27:00.000,,,,2021-04-11 15:27:00.000,2021-04-11 15:27:00.000,89.0,89.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 15:27:00.000,3606ae8c-bb64-0411-6148-27cd68136cca,89.0,
,20000,,1,2021-04-11 15:37:00.000,,,,2021-04-11 15:37:00.000,2021-04-11 15:37:00.000,86.0,86.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 15:37:00.000,da7f211e-c403-21ca-e152-1a2aa1154dd8,86.0,
,20000,,1,2021-04-11 15:47:00.000,,,,2021-04-11 15:47:00.000,2021-04-11 15:47:00.000,89.0,89.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 15:47:00.000,9f6b66b1-9c5d-458a-6541-a18b41135347,89.0,
,20000,,1,2021-04-11 15:57:00.000,,,,2021-04-11 15:57:00.000,2021-04-11 15:57:00.000,86.0,86.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 15:57:00.000,82270cca-5ef2-935d-ee51-8b8c405aa86e,86.0,
,20000,,1,2021-04-11 16:07:00.000,,,,2021-04-11 16:07:00.000,2021-04-11 16:07:00.000,83.0,83.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 16:07:00.000,524e3d05-fc49-0189-606d-fdcb148551bf,83.0,
,20000,,1,2021-04-11 16:17:00.000,,,,2021-04-11 16:17:00.000,2021-04-11 16:17:00.000,98.0,98.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 16:17:00.000,9f4ef662-7ba7-8130-f63d-a7d686af1d50,98.0,
,20000,,1,2021-04-11 16:27:00.000,,,,2021-04-11 16:27:00.000,2021-04-11 16:27:00.000,120.0,120.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 16:27:00.000,750c1c54-f13f-ce97-2f6e-df031dad5eb2,120.0,
,20000,,1,2021-04-11 16:37:00.000,,,,2021-04-11 16:37:00.000,2021-04-11 16:37:00.000,115.0,115.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 16:37:00.000,efbeb5b9-f2fd-a40c-1d58-d3b6f18f3f4e,115.0,
,20000,,1,2021-04-11 16:47:00.000,,,,2021-04-11 16:47:00.000,2021-04-11 16:47:00.000,90.0,90.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 16:47:00.000,6134562a-a248-cc86-17a3-77ed79ab63c8,90.0,
,20000,,1,2021-04-11 16:57:00.000,,,,2021-04-11 16:57:00.000,2021-04-11 16:57:00.000,103.0,103.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 16:57:00.000,a73672f1-1f50-a290-223e-108231f75fe6,103.0,
,20000,,1,2021-04-11 17:07:00.000,,,,2021-04-11 17:07:00.000,2021-04-11 17:07:00.000,89.0,89.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 17:07:00.000,630cb83d-aa8d-f571-b5f7-216ac5982a08,89.0,
,20000,,1,2021-04-11 17:17:00.000,,,,2021-04-11 17:17:00.000,2021-04-11 17:17:00.000,88.0,88.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 17:17:00.000,f1a07bfb-2118-75ba-ce39-1a4ad6d0f157,88.0,
,20000,,1,2021-04-11 17:27:00.000,,,,2021-04-11 17:27:00.000,2021-04-11 17:27:00.000,87.0,87.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 17:27:00.000,dcef9a90-765f-7143-3375-ce3ffa1bfb09,87.0,
,20000,,1,2021-04-11 17:37:00.000,,,,2021-04-11 17:37:00.000,2021-04-11 17:37:00.000,97.0,97.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 17:37:00.000,999aadc7-9733-f064-1738-38682ea02cf2,97.0,
,20000,,1,2021-04-11 18:37:00.000,,,,2021-04-11 18:37:00.000,2021-04-11 18:37:00.000,102.0,102.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 18:37:00.000,b6fe6a2e-c206-390f-be38-6caed98f54fa,102.0,
,20000,,1,2021-04-11 19:07:00.000,,,,2021-04-11 19:07:00.000,2021-04-11 19:07:00.000,84.0,84.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 19:07:00.000,fd0dd2c3-0c42-fd75-5fc5-2a25464485ac,84.0,
,20000,,1,2021-04-11 19:17:00.000,,,,2021-04-11 19:17:00.000,2021-04-11 19:17:00.000,94.0,94.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 19:17:00.000,e1897046-7578-5295-0846-b8e725d1cc92,94.0,
,20000,,1,2021-04-11 19:27:00.000,,,,2021-04-11 19:27:00.000,2021-04-11 19:27:00.000,100.0,100.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 19:27:00.000,44864e8a-adc5-aa79-476f-1191a5859854,100.0,
,20000,,1,2021-04-11 19:37:00.000,,,,2021-04-11 19:37:00.000,2021-04-11 19:37:00.000,100.0,100.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 19:37:00.000,97403741-b752-8bdf-6d48-066d1b06716b,100.0,
,20000,,1,2021-04-11 19:47:00.000,,,,2021-04-11 19:47:00.000,2021-04-11 19:47:00.000,90.0,90.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 19:47:00.000,5acd4c8a-90fc-a7c9-20aa-d1756e52252a,90.0,
,20000,,1,2021-04-11 19:57:00.000,,,,2021-04-11 19:57:00.000,2021-04-11 19:57:00.000,109.0,109.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 19:57:00.000,1df4314a-366a-8eda-e66a-6ff5dfcaf592,109.0,
,20000,,1,2021-04-11 20:06:00.000,,,,2021-04-11 20:06:00.000,2021-04-11 20:06:00.000,94.0,94.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 20:06:00.000,16a5f09e-037e-9e12-5406-c1ca3c6e344c,94.0,
,20000,,1,2021-04-11 20:17:00.000,,,,2021-04-11 20:17:00.000,2021-04-11 20:17:00.000,91.0,91.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 20:17:00.000,7804756d-a921-5e64-14f9-24713ce6d7f1,91.0,
,20000,,1,2021-04-11 20:27:00.000,,,,2021-04-11 20:27:00.000,2021-04-11 20:27:00.000,89.0,89.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 20:27:00.000,ccf19ced-5e56-550d-ef8b-f078745b3f39,89.0,
,20000,,1,2021-04-11 21:25:00.000,,,,2021-04-11 21:25:00.000,2021-04-11 21:25:00.000,87.0,87.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 21:25:00.000,3e78bc54-8149-8fb0-ccba-2b73874f3195,87.0,
,20000,,1,2021-04-11 21:26:00.000,,,,2021-04-11 21:26:00.000,2021-04-11 21:26:00.000,97.0,97.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 21:26:00.000,370ab746-7d3c-2ed7-5488-83503b02239f,97.0,
,20000,,1,2021-04-11 21:27:00.000,,,,2021-04-11 21:27:00.000,2021-04-11 21:27:00.000,100.0,100.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 21:27:00.000,3949b3f5-2176-bebc-bd49-66a7fbddc36a,100.0,
,20000,,1,2021-04-11 21:31:00.000,,,,2021-04-11 21:31:00.000,2021-04-11 21:31:00.000,101.0,101.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 21:31:00.000,41b83535-41ef-c729-c982-7504d52fb9d7,101.0,
,20000,,1,2021-04-11 21:57:00.000,,,,2021-04-11 21:57:00.000,2021-04-11 21:57:00.000,80.0,80.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 21:57:00.000,96490f65-ef29-7699-0018-d4f0fd325268,80.0,
,20000,,1,2021-04-11 22:27:00.000,,,,2021-04-11 22:27:00.000,2021-04-11 22:27:00.000,94.0,94.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 22:27:00.000,fd068b59-dea6-f0fd-4fff-e3a189c3f97a,94.0,
,20000,,1,2021-04-11 22:47:00.000,,,,2021-04-11 22:47:00.000,2021-04-11 22:47:00.000,100.0,100.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 22:47:00.000,ac8ae901-c834-c482-0169-919d3fe8e3c7,100.0,
,20000,,1,2021-04-11 23:07:00.000,,,,2021-04-11 23:07:00.000,2021-04-11 23:07:00.000,91.0,91.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 23:07:00.000,13f691fa-cf1b-e646-e2b2-2eefde7424bc,91.0,
,20000,,1,2021-04-11 23:17:00.000,,,,2021-04-11 23:17:00.000,2021-04-11 23:17:00.000,104.0,104.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 23:17:00.000,4b56093f-3a40-9ca3-79aa-8811a3fd3acf,104.0,
,20000,,1,2021-04-11 23:57:00.000,,,,2021-04-11 23:57:00.000,2021-04-11 23:57:00.000,78.0,78.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-11 23:57:00.000,813b8832-875b-01cb-84be-4d27e6bf0d36,78.0,
,20000,,1,2021-04-12 00:07:00.000,,,,2021-04-12 00:07:00.000,2021-04-12 00:07:00.000,99.0,99.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-12 00:07:00.000,989b0a10-2711-0813-3deb-f1b304fe52bc,99.0,
,20000,,1,2021-04-12 00:47:00.000,,,,2021-04-12 00:47:00.000,2021-04-12 00:47:00.000,88.0,88.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-12 00:47:00.000,7c30e4eb-ce96-2666-171b-21c2559dd39b,88.0,
,21313,,1,2021-04-12 21:00:00.000,,8605cf4d-9954-d3f3-214f-6c3f432e388e.com.samsung.health.heart_rate.binning_data.json,,2021-04-12 21:59:59.000,2021-04-12 21:59:59.000,137.0,82.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-12 21:59:59.000,8605cf4d-9954-d3f3-214f-6c3f432e388e,115.0,
,21313,,1,2021-04-12 22:00:00.000,,5962aab2-68ef-2982-b2fe-36b9eafaf4b0.com.samsung.health.heart_rate.binning_data.json,,2021-04-12 22:05:00.000,2021-04-12 22:05:00.000,122.0,102.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-12 22:05:00.000,5962aab2-68ef-2982-b2fe-36b9eafaf4b0,109.0,
,20000,,1,2021-04-12 22:06:00.000,,,,2021-04-12 22:06:00.000,2021-04-12 22:06:00.000,115.0,115.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-12 22:06:00.000,13c6ca1b-8ce6-ff17-cab8-74deaf6e91bf,115.0,
,21313,,1,2021-04-12 22:07:00.000,,63a3f4c6-c5d9-c45b-18e1-722c492dafa1.com.samsung.health.heart_rate.binning_data.json,,2021-04-12 22:36:00.000,2021-04-12 22:36:00.000,121.0,73.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-12 22:36:00.000,63a3f4c6-c5d9-c45b-18e1-722c492dafa1,106.0,
,20000,,1,2021-04-12 22:38:00.000,,,,2021-04-12 22:38:00.000,2021-04-12 22:38:00.000,114.0,114.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-12 22:38:00.000,bddeb07a-7229-a853-4555-6b34854509f8,114.0,
,21313,,1,2021-04-12 22:39:00.000,,6a1a0f95-e64b-8db3-7988-1d58283e61be.com.samsung.health.heart_rate.binning_data.json,,2021-04-12 22:59:43.000,2021-04-12 22:58:00.000,124.0,82.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-12 22:58:00.000,6a1a0f95-e64b-8db3-7988-1d58283e61be,103.0,
,21313,,1,2021-04-13 21:00:00.000,,83b7705d-0d1d-6e7f-0560-fe50c7b6b7c0.com.samsung.health.heart_rate.binning_data.json,,2021-04-13 21:45:00.000,2021-04-13 21:45:00.000,138.0,76.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-13 21:45:00.000,83b7705d-0d1d-6e7f-0560-fe50c7b6b7c0,104.0,
,21313,,1,2021-04-13 21:48:00.000,,010e3f64-6344-6710-22c0-c89151e0a203.com.samsung.health.heart_rate.binning_data.json,,2021-04-13 21:59:59.000,2021-04-13 21:59:59.000,111.0,79.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-13 21:59:59.000,010e3f64-6344-6710-22c0-c89151e0a203,97.0,
,21313,,1,2021-04-13 22:00:00.000,,985bfeeb-31e0-e65f-d9e2-de4da1c7f03d.com.samsung.health.heart_rate.binning_data.json,,2021-04-13 22:26:00.000,2021-04-13 22:26:00.000,133.0,102.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-13 22:26:00.000,985bfeeb-31e0-e65f-d9e2-de4da1c7f03d,114.0,
,21313,,1,2021-04-13 22:29:00.000,,539d67dd-dadf-0ddd-18e6-36b8586b2ec4.com.samsung.health.heart_rate.binning_data.json,,2021-04-13 22:55:44.000,2021-04-13 22:54:00.000,123.0,70.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-13 22:54:00.000,539d67dd-dadf-0ddd-18e6-36b8586b2ec4,106.0,
,20000,,1,2021-04-13 22:56:00.000,,,,2021-04-13 22:56:00.000,2021-04-13 22:56:00.000,102.0,102.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-13 22:56:00.000,09d03f23-fd7b-bbb9-ee7d-c0e5e07f3520,102.0,
,21313,,1,2021-04-14 21:00:00.000,,114d9419-5837-368c-1897-d5f3306e57fc.com.samsung.health.heart_rate.binning_data.json,,2021-04-14 21:53:00.000,2021-04-14 21:53:00.000,140.0,84.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-14 21:53:00.000,114d9419-5837-368c-1897-d5f3306e57fc,113.0,
,20000,,1,2021-04-14 21:55:00.000,,,,2021-04-14 21:55:00.000,2021-04-14 21:55:00.000,109.0,109.0,UTC-0300,rCXGezyjDZ,,com.sec.android.app.shealth,2021-04-14 21:55:00.000,f5fe6bb3-4b74-39ec-5a94-07d7c8baf39a,109.0,
