com.samsung.shealth.step_daily_trend,6266001,6
binning_data,update_time,create_time,source_pkg_name,source_type,count,speed,distance,calorie,deviceuuid,pkg_name,datauuid,day_time
34a0aff0-ee54-4bbd-8971-3799246ce26e.binning_data.json,2024-04-20 12:18:49.323,2024-04-20 12:18:49.323,com.sec.android.app.shealth,-2,2013,1.4755404,1656.0114,115.6462,VfS0qUERdZ,com.sec.android.app.shealth,34a0aff0-ee54-4bbd-8971-3799246ce26e,1614384000000,
12d4802b-f7eb-4ce7-b3b7-1def6fe975b9.binning_data.json,2024-04-20 12:18:49.323,2024-04-20 12:18:49.323,com.sec.android.app.shealth,-2,3549,1.3963182,2852.1833,191.3175,VfS0qUERdZ,com.sec.android.app.shealth,12d4802b-f7eb-4ce7-b3b7-1def6fe975b9,1614470400000,
ea459ee7-3b86-4b80-8e9d-864ece9e2a67.binning_data.json,2024-04-20 12:18:49.324,2024-04-20 12:18:49.324,com.sec.android.app.shealth,-2,927,1.4928911,741.5936,47.658463,VfS0qUERdZ,com.sec.android.app.shealth,ea459ee7-3b86-4b80-8e9d-864ece9e2a67,1614556800000,
5d9a7c78-ad43-4d7e-88d3-049a3e0a98a4.binning_data.json,2024-04-20 12:18:49.324,2024-04-20 12:18:49.324,com.sec.android.app.shealth,-2,797,1.5193533,688.597,52.30882,VfS0qUERdZ,com.sec.android.app.shealth,5d9a7c78-ad43-4d7e-88d3-049a3e0a98a4,1614643200000,
21612f4f-952b-4402-8857-13f7e5fc9fd6.binning_data.json,2024-04-20 12:18:49.325,2024-04-20 12:18:49.325,com.sec.android.app.shealth,-2,797,1.6440172,690.3966,52.470444,VfS0qUERdZ,com.sec.android.app.shealth,21612f4f-952b-4402-8857-13f7e5fc9fd6,1614729600000,
a08dcb35-a294-49d2-8632-d0aba2d41eb3.binning_data.json,2024-04-20 12:18:49.325,2024-04-20 12:18:49.325,com.sec.android.app.shealth,-2,757,1.6826695,681.1978,55.350193,VfS0qUERdZ,com.sec.android.app.shealth,a08dcb35-a294-49d2-8632-d0aba2d41eb3,1614816000000,
11ff048f-e260-48b5-be17-d5b381855972.binning_data.json,2024-04-20 12:18:49.326,2024-04-20 12:18:49.326,com.sec.android.app.shealth,-2,2254,1.5828142,1871.9148,132.00026,VfS0qUERdZ,com.sec.android.app.shealth,11ff048f-e260-48b5-be17-d5b381855972,1614988800000,
71a3ae09-0750-419b-9161-f9944fb3e365.binning_data.json,2024-04-20 12:18:49.326,2024-04-20 12:18:49.326,com.sec.android.app.shealth,-2,3108,1.4254887,2495.765,166.43182,VfS0qUERdZ,com.sec.android.app.shealth,71a3ae09-0750-419b-9161-f9944fb3e365,1615075200000,
a1bf3c5e-b6d0-4c38-b87f-2f3fe0e97d6a.binning_data.json,2024-04-20 12:18:49.327,2024-04-20 12:18:49.327,com.sec.android.app.shealth,-2,1008,1.6077796,865.49457,65.19068,VfS0qUERdZ,com.sec.android.app.shealth,a1bf3c5e-b6d0-4c38-b87f-2f3fe0e97d6a,1615161600000,
301b31ef-c3e0-4b35-ab03-719f10ffa313.binning_data.json,2024-04-20 12:18:49.327,2024-04-20 12:18:49.327,com.sec.android.app.shealth,-2,23,1.4298191,18.400002,1.2287273,VfS0qUERdZ,com.sec.android.app.shealth,301b31ef-c3e0-4b35-ab03-719f10ffa313,1615248000000,
963faf74-2430-4fe6-8f58-96d565ad4606.binning_data.json,2024-04-20 12:18:49.328,2024-04-20 12:18:49.328,com.sec.android.app.shealth,-2,982,1.5936083,852.49414,65.86959,VfS0qUERdZ,com.sec.android.app.shealth,963faf74-2430-4fe6-8f58-96d565ad4606,1615334400000,
6426a11e-88f0-4548-bd89-7f0ce55d7c36.binning_data.json,2024-04-20 12:18:49.328,2024-04-20 12:18:49.328,com.sec.android.app.shealth,-2,828,1.7451843,748.49664,61.197693,VfS0qUERdZ,com.sec.android.app.shealth,6426a11e-88f0-4548-bd89-7f0ce55d7c36,1615420800000,
52654f83-bf00-4034-bb8b-c27046ef6c44.binning_data.json,2024-04-20 12:18:49.329,2024-04-20 12:18:49.329,com.sec.android.app.shealth,-2,6356,1.4565505,5205.4565,362.0756,VfS0qUERdZ,com.sec.android.app.shealth,52654f83-bf00-4034-bb8b-c27046ef6c44,1615593600000,
b7588d05-72ec-406c-b740-5d24fbc886d0.binning_data.json,2024-04-20 12:18:49.329,2024-04-20 12:18:49.329,com.sec.android.app.shealth,-2,5961,1.9187807,5594.2573,481.22934,VfS0qUERdZ,com.sec.android.app.shealth,b7588d05-72ec-406c-b740-5d24fbc886d0,1615680000000,
aae6206f-c8ef-4483-a2d0-666ba38ad0cf.binning_data.json,2024-04-20 12:18:49.330,2024-04-20 12:18:49.330,com.sec.android.app.shealth,-2,883,1.7445725,793.0973,64.47711,VfS0qUERdZ,com.sec.android.app.shealth,aae6206f-c8ef-4483-a2d0-666ba38ad0cf,1615766400000,
9eb4f7c5-3716-4a9f-ba29-ecee315a94cc.binning_data.json,2024-04-20 12:18:49.330,2024-04-20 12:18:49.330,com.sec.android.app.shealth,-2,872,1.668378,703.29407,45.484787,VfS0qUERdZ,com.sec.android.app.shealth,9eb4f7c5-3716-4a9f-ba29-ecee315a94cc,1615852800000,
03a13d6b-d839-4e70-9bf6-7291be71fc8d.binning_data.json,2024-04-20 12:18:49.331,2024-04-20 12:18:49.331,com.sec.android.app.shealth,-2,604,1.7267778,528.79865,40.88052,VfS0qUERdZ,com.sec.android.app.shealth,03a13d6b-d839-4e70-9bf6-7291be71fc8d,1615939200000,
8137ccf2-8357-49df-908d-70e18942403d.binning_data.json,2024-04-20 12:18:49.331,2024-04-20 12:18:49.331,com.sec.android.app.shealth,-2,1140,1.5952569,941.0905,64.82106,VfS0qUERdZ,com.sec.android.app.shealth,8137ccf2-8357-49df-908d-70e18942403d,1616025600000,
a7055106-e9ca-4407-9e16-73742d3fdd49.binning_data.json,2024-04-20 12:18:49.332,2024-04-20 12:18:49.332,com.sec.android.app.shealth,-2,674,1.869953,621.9979,52.296078,VfS0qUERdZ,com.sec.android.app.shealth,a7055106-e9ca-4407-9e16-73742d3fdd49,1616112000000,
d90b9b11-96d8-417c-a1be-b152e10346a5.binning_data.json,2024-04-20 12:18:49.332,2024-04-20 12:18:49.332,com.sec.android.app.shealth,-2,2119,1.3968012,1703.9207,114.257256,VfS0qUERdZ,com.sec.android.app.shealth,d90b9b11-96d8-417c-a1be-b152e10346a5,1616198400000,
