com.samsung.shealth.permission,6266001,1
client_id,allowed,update_time,create_time,item,requester,deviceuuid,pkg_name,operation,permitted_on,datauuid,optionals
com.sec.android.app.shealth,1,2021-10-23 18:57:57.306,2021-01-16 21:44:09.119,data,,87RAVxanZM,com.sec.android.app.shealth,sync,1,38fafd79-f043-e924-8676-17ea78e0f689,,
