com.samsung.shealth.social.public_challenge.extra,6266001,1
update_time,create_time,type,value,deviceuuid,pkg_name,datauuid
2021-04-15 21:25:16.579,2021-04-15 21:25:16.579,2,{"uiViewStatusItemList":[]},87RAVxanZM,com.sec.android.app.shealth,e4489ef6-69d8-447c-9410-913f99e7a912,
