com.samsung.shealth.tracker.pedometer_step_count,6266001,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
,,0,40,2024-06-17 22:57:00.000,,,2024-06-17 22:57:59.000,2024-06-17 22:57:59.000,40,1.4720337,31.999603,2.0303688,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-17 22:57:59.000,8301c9c6-9436-1ca1-973e-fd90340300d3,
,,22,7,2024-06-17 23:01:00.000,,,2024-06-17 23:01:59.000,2024-06-17 23:01:59.000,29,2.4971113,26.499878,2.0855865,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-17 23:01:59.000,b4d1ce0c-3fb1-6703-7880-af72c5d80b18,
,,0,15,2024-06-17 23:02:00.000,,,2024-06-19 00:30:32.000,2024-06-17 23:02:59.000,15,1.0833333,11.999847,0.8033695,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-17 23:02:59.000,76ad0ca4-0574-deb1-b65f-0b91c22b9008,
,,20,48,2024-06-19 21:18:00.000,,,2024-06-19 21:18:59.000,2024-06-19 21:18:59.000,68,2.469618,60.399952,4.6202674,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-19 21:18:59.000,5271fda0-146e-febf-a80a-83019eaf18c6,
,,0,53,2024-06-19 21:19:00.000,,,2024-06-19 21:19:59.000,2024-06-19 21:19:59.000,53,1.3941964,43.000103,2.7969136,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-19 21:19:59.000,67ec31c3-9adf-f600-0b90-9209cfd31021,
,,0,8,2024-06-19 21:20:00.000,,,2024-06-19 21:21:53.000,2024-06-19 21:20:59.000,8,1.2668893,6.4000244,0.4244008,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-19 21:20:59.000,5f8a5819-a82f-dedd-84c1-467ff588321e,
,,0,27,2024-06-19 21:21:00.000,,,2024-06-19 21:23:37.000,2024-06-19 21:21:59.000,27,1.4927274,21.90004,1.403379,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-19 21:21:59.000,2503d7d1-ad66-bec7-1622-9861b4ab23c1,
,,0,19,2024-06-19 21:23:00.000,,,2024-06-19 21:23:59.000,2024-06-19 21:23:59.000,19,1.2876751,15.200058,1.0075016,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-19 21:23:59.000,d23023ed-5839-f287-dbf5-2c92e74a4d7c,
,,0,25,2024-06-19 21:24:00.000,,,2024-06-19 21:24:59.000,2024-06-19 21:24:59.000,25,1.4204942,20.000076,1.3152943,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-19 21:24:59.000,9ee3897d-f0e6-5e11-9edd-bae895ec1d3e,
,,0,13,2024-06-19 21:25:00.000,,,2024-06-19 21:26:22.000,2024-06-19 21:25:59.000,13,1.5235672,10.40004,0.68447876,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-19 21:25:59.000,39f92858-0039-249c-256c-27e470b46fae,
,,0,15,2024-06-19 22:11:00.000,,,2024-06-19 22:11:59.000,2024-06-19 22:11:59.000,15,1.7424241,12.000046,0.7754698,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-19 22:11:59.000,61e68a22-e882-aca4-61d8-a82749a89f9e,
,,0,18,2024-06-19 22:31:00.000,,,2024-06-19 22:31:59.000,2024-06-19 22:31:59.000,18,1.5794206,14.400055,0.9211025,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-19 22:31:59.000,5c467905-887b-5af6-ed91-7d06332796d3,
,,1,54,2024-06-19 22:32:00.000,,,2024-06-19 22:32:59.000,2024-06-19 22:32:59.000,55,1.6776327,44.30017,2.8456888,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-19 22:32:59.000,431c756a-3336-7130-7f66-8fa715a6c7bb,
,,0,62,2024-06-19 22:33:00.000,,,2024-06-19 22:33:59.000,2024-06-19 22:33:59.000,62,1.405728,49.599472,3.2072544,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-19 22:33:59.000,1f0fe684-cd9b-7fce-a9b3-ca39fdc497bf,
,,0,26,2024-06-19 22:34:00.000,,,2024-06-19 22:34:59.000,2024-06-19 22:34:59.000,26,1.1779065,20.799866,1.3734703,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-19 22:34:59.000,41469941-1c8a-962d-1676-8ee7cdf93cad,
,,0,46,2024-06-19 22:37:00.000,,,2024-06-19 22:37:59.000,2024-06-19 22:37:59.000,46,1.4149758,36.799683,2.3631935,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-19 22:37:59.000,14a88256-90d5-fe8f-1f81-c258c21ba360,
,,0,17,2024-06-19 22:40:00.000,,,2024-06-19 22:40:59.000,2024-06-19 22:40:59.000,17,1.2429973,13.5997925,0.9008293,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-19 22:40:59.000,71cb107a-9570-ea7f-5b01-d3b805e924d4,
,,0,15,2024-06-19 22:44:00.000,,,2024-06-19 22:45:46.000,2024-06-19 22:44:59.000,15,1.5384617,11.999878,0.7877636,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-19 22:44:59.000,0da6b550-3bfa-a583-baba-4c1bc129fa77,
,,0,10,2024-06-19 22:46:00.000,,,2024-06-19 22:46:59.000,2024-06-19 22:46:59.000,10,1.2761906,7.9999084,0.52568626,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-19 22:46:59.000,5c91609e-33ed-2b5a-248d-66d477a14a8c,
,,0,19,2024-06-19 23:06:00.000,,,2024-06-19 23:06:59.000,2024-06-19 23:06:59.000,19,1.1345899,15.19986,0.96894073,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-19 23:06:59.000,ba4cdc3e-8423-a404-82ab-fb713006f757,
,,0,16,2024-06-19 23:07:00.000,,,2024-06-20 19:17:04.000,2024-06-19 23:07:59.000,16,1.417004,12.799835,0.8203678,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-19 23:07:59.000,82fc28da-55b2-e316-c3a7-dac8a36d6250,
,,9,51,2024-06-23 12:13:00.000,,,2024-06-23 12:13:59.000,2024-06-23 12:13:59.000,60,1.6792208,50.69998,3.5428514,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 12:13:59.000,afeffe3b-2680-d37b-26a3-805c39e81e37,
,,0,28,2024-06-23 12:14:00.000,,,2024-06-23 12:14:59.000,2024-06-23 12:14:59.000,28,1.1960673,22.400017,1.4756856,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 12:14:59.000,67c7fd77-53a3-8cdf-e556-72cd3a118e9b,
,,0,40,2024-06-23 12:16:00.000,,,2024-06-23 12:16:59.000,2024-06-23 12:16:59.000,40,1.5984355,33.200066,2.2434006,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 12:16:59.000,a5efba0d-7ca8-8f51-39b9-09ee1429719f,
,,1,39,2024-06-23 12:18:00.000,,,2024-06-23 12:18:59.000,2024-06-23 12:18:59.000,40,1.4079809,32.600098,2.1604877,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 12:18:59.000,fedf3629-1c07-bbb9-6f3e-71a6c291b06e,
,,0,16,2024-06-23 12:20:00.000,,,2024-06-23 12:20:59.000,2024-06-23 12:20:59.000,16,1.1033332,12.800049,0.81692886,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 12:20:59.000,c38555af-15e7-8557-60c9-b8acf8b6f75d,
,,0,31,2024-06-23 12:22:00.000,,,2024-06-23 12:22:59.000,2024-06-23 12:22:59.000,31,1.2420342,24.800095,1.6586409,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 12:22:59.000,cd993fb8-16b7-a1f3-247c-6113cf029edb,
,,17,58,2024-06-23 12:23:00.000,,,2024-06-23 12:23:59.000,2024-06-23 12:23:59.000,75,2.414441,65.10028,4.7782917,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 12:23:59.000,3580748d-0e57-7db9-009b-4dca4aa982bd,
,,0,13,2024-06-23 12:25:00.000,,,2024-06-23 12:25:59.000,2024-06-23 12:25:59.000,13,1.1929826,10.40004,0.6910114,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 12:25:59.000,04da3cf3-c7cd-2ada-dbb7-aeec3cf0db77,
,,0,11,2024-06-23 12:26:00.000,,,2024-06-23 12:26:59.000,2024-06-23 12:26:59.000,11,1.2698412,8.799942,0.57424736,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 12:26:59.000,37f7e809-dab1-e09b-6ae8-ec2bd626f45b,
,,0,26,2024-06-23 12:27:00.000,,,2024-06-23 12:27:59.000,2024-06-23 12:27:59.000,26,1.4168812,20.799805,1.3302231,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 12:27:59.000,b0bdeb26-ecc1-5d23-fb18-b610f09cbb89,
,,0,36,2024-06-23 12:28:00.000,,,2024-06-23 12:28:59.000,2024-06-23 12:28:59.000,36,1.3943689,28.799622,1.8732834,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 12:28:59.000,c55fa525-bad4-b969-596d-b017c864b557,
,,0,16,2024-06-23 12:29:00.000,,,2024-06-23 12:29:59.000,2024-06-23 12:29:59.000,16,1.5430392,12.799835,0.84246445,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 12:29:59.000,c4d84b2f-48ec-738d-e07a-6d3b43fd5439,
,,0,13,2024-06-23 12:30:00.000,,,2024-06-23 12:30:59.000,2024-06-23 12:30:59.000,13,1.062745,10.399872,0.694397,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 12:30:59.000,4fc282a5-dc0f-9668-f39b-577235fec9c7,
,,0,71,2024-06-23 12:33:00.000,,,2024-06-23 12:33:59.000,2024-06-23 12:33:59.000,71,1.3848296,56.79956,3.7248154,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 12:33:59.000,42e2e81d-9b92-d027-fb51-38782d2f450c,
,,0,18,2024-06-23 12:34:00.000,,,2024-06-23 12:34:59.000,2024-06-23 12:34:59.000,18,1.1264021,14.399811,0.9962387,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 12:34:59.000,80573289-f40e-1157-d33c-ba2cd3b6dee6,
,,0,12,2024-06-23 12:38:00.000,,,2024-06-23 12:38:59.000,2024-06-23 12:38:59.000,12,1.5340909,9.5998535,0.60354424,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 12:38:59.000,939b3fdf-2c48-f610-a488-36aae62392a9,
,,0,10,2024-06-23 12:40:00.000,,,2024-06-23 12:40:59.000,2024-06-23 12:40:59.000,10,1.04,7.999878,0.5363693,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 12:40:59.000,ce3e35a8-b821-25ee-20a7-8dfe0cc183f9,
,,0,21,2024-06-23 12:45:00.000,,,2024-06-23 12:45:59.000,2024-06-23 12:45:59.000,21,1.3212656,16.799835,1.0571175,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 12:45:59.000,ffad0656-2881-dc8c-2843-591432521945,
,,0,35,2024-06-23 12:46:00.000,,,2024-06-23 12:46:59.000,2024-06-23 12:46:59.000,35,1.2638334,27.999603,1.8410797,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 12:46:59.000,b12ac0d6-8930-aad7-fe3d-7f5e16aeba61,
,,0,10,2024-06-23 12:47:00.000,,,2024-06-23 12:47:59.000,2024-06-23 12:47:59.000,10,1.3574661,7.999939,0.5307121,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 12:47:59.000,acc66a08-be7a-74fc-1d50-3a0f81b8e00c,
,,0,34,2024-06-23 12:48:00.000,,,2024-06-23 12:48:59.000,2024-06-23 12:48:59.000,34,1.3193712,27.199799,1.7618484,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 12:48:59.000,92f55194-47ec-6049-4fde-e8a170f6e449,
,,0,21,2024-06-23 12:49:00.000,,,2024-06-23 12:49:59.000,2024-06-23 12:49:59.000,21,1.4175086,18.299835,1.3459091,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 12:49:59.000,ea29f600-44ec-86c6-08ce-2995af4460f3,
,,0,38,2024-06-23 12:50:00.000,,,2024-06-23 12:50:59.000,2024-06-23 12:50:59.000,38,1.4704697,30.399536,1.9306412,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 12:50:59.000,dbbc3344-f47b-2529-d87f-16c62879931e,
,,0,17,2024-06-23 12:54:00.000,,,2024-06-23 12:54:59.000,2024-06-23 12:54:59.000,17,1.5633255,14.499756,0.9978943,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 12:54:59.000,7e0ebd08-a501-e1d8-de00-97210da093e5,
,,0,43,2024-06-23 12:55:00.000,,,2024-06-23 12:55:59.000,2024-06-23 12:55:59.000,43,1.6059463,34.399475,2.1348038,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 12:55:59.000,3763a34b-0df4-8e02-73de-4206ef42c6bd,
,,0,86,2024-06-23 12:56:00.000,,,2024-06-23 12:56:59.000,2024-06-23 12:56:59.000,86,1.4964405,68.79895,4.344734,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 12:56:59.000,788c528c-6148-a69c-f0bf-57693a1a199c,
,,0,58,2024-06-23 12:57:00.000,,,2024-06-23 12:57:59.000,2024-06-23 12:57:59.000,58,1.336816,46.399292,2.9634705,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 12:57:59.000,0801d2fa-211a-07a7-1b80-bf3f857aee49,
,,0,30,2024-06-23 12:58:00.000,,,2024-06-23 12:58:59.000,2024-06-23 12:58:59.000,30,1.4418347,23.999634,1.5196266,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 12:58:59.000,bebb7072-2ff0-05f5-10f9-054dd92a6d7b,
,,0,15,2024-06-23 12:59:00.000,,,2024-06-23 12:59:59.000,2024-06-23 12:59:59.000,15,1.1828115,11.999817,0.79691315,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 12:59:59.000,5e292e5e-462e-295a-fd20-d247b3f13804,
,,0,16,2024-06-23 13:19:00.000,,,2024-06-23 13:19:59.000,2024-06-23 13:19:59.000,16,1.6508492,12.799805,0.7975426,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 13:19:59.000,745e1da0-024e-1e8c-e02c-06370ee24809,
,,0,34,2024-06-23 13:20:00.000,,,2024-06-23 13:20:59.000,2024-06-23 13:20:59.000,34,1.3774302,27.199585,1.7109604,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 13:20:59.000,5b69e5fb-ebe3-d012-1f3c-ec976d9c375f,
,,0,22,2024-06-23 13:42:00.000,,,2024-06-23 13:42:59.000,2024-06-23 13:42:59.000,22,1.5031482,17.599731,1.09161,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 13:42:59.000,69d1c427-64fc-cfcb-b0b6-fbff60b91c8e,
,,0,16,2024-06-23 14:22:00.000,,,2024-06-23 14:22:59.000,2024-06-23 14:22:59.000,16,1.909091,12.799805,0.7967262,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 14:22:59.000,8375d1bc-abc2-8010-3402-d028a047bf1c,
,,0,11,2024-06-23 14:41:00.000,,,2024-06-23 14:41:59.000,2024-06-23 14:41:59.000,11,1.9625602,8.799866,0.551136,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 14:41:59.000,f57e240a-6dd0-8ffa-cee9-ef09a1229c3f,
,,0,15,2024-06-23 14:47:00.000,,,2024-06-23 14:47:59.000,2024-06-23 14:47:59.000,15,1.2916666,11.999817,0.76852417,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 14:47:59.000,0665d817-223f-c3b6-0b6a-e584e380e391,
,,0,16,2024-06-23 14:52:00.000,,,2024-06-23 14:52:59.000,2024-06-23 14:52:59.000,16,1.3468014,13.399841,0.91721725,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 14:52:59.000,49a0f846-465a-6069-fdbe-70928bda0880,
,,0,23,2024-06-23 14:53:00.000,,,2024-06-23 14:53:59.000,2024-06-23 14:53:59.000,23,1.6507828,18.39972,1.188427,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 14:53:59.000,49c18f94-a5de-35f7-e5a8-93dfac8fca5d,
,,0,23,2024-06-23 15:00:00.000,,,2024-06-23 15:00:59.000,2024-06-23 15:00:59.000,23,1.5658076,18.39972,1.1945419,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 15:00:59.000,92b399b8-81a7-68ff-cca8-508f9c77a975,
,,0,29,2024-06-23 15:04:00.000,,,2024-06-23 15:04:59.000,2024-06-23 15:04:59.000,29,1.3687979,23.199646,1.4934464,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 15:04:59.000,5b42074a-ea32-1e57-11bd-46002fe0ccf1,
,,0,30,2024-06-23 15:07:00.000,,,2024-06-23 15:07:59.000,2024-06-23 15:07:59.000,30,1.3808109,23.999634,1.5749359,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 15:07:59.000,468bc8aa-c955-39ef-9bbe-bfee0d982dd5,
,,3,74,2024-06-23 15:08:00.000,,,2024-06-23 15:08:59.000,2024-06-23 15:08:59.000,77,1.5878398,62.499023,4.090355,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 15:08:59.000,1c7c007c-5fab-4bc1-298c-a8b2a23c8ec6,
,,0,77,2024-06-23 15:09:00.000,,,2024-06-23 15:09:59.000,2024-06-23 15:09:59.000,77,1.3812244,61.60138,3.9691467,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 15:09:59.000,f39e5f0f-a68a-5732-e99a-7c90cbcdda2a,
,,0,39,2024-06-23 15:12:00.000,,,2024-06-23 15:12:59.000,2024-06-23 15:12:59.000,39,1.4137113,31.201172,2.0571213,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 15:12:59.000,3278cd31-82ca-2402-a760-4b5febead3b6,
,,0,20,2024-06-23 15:13:00.000,,,2024-06-23 15:13:59.000,2024-06-23 15:13:59.000,20,1.4220968,16.000732,1.0650101,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 15:13:59.000,bcfb3b67-9638-c9ce-011b-a3377cd9f4c2,
,,0,15,2024-06-23 15:17:00.000,,,2024-06-23 15:17:59.000,2024-06-23 15:17:59.000,15,1.0526316,12.000366,0.796051,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 15:17:59.000,5b682d37-ae8e-23ed-d286-5c0516b22edf,
,,0,20,2024-06-23 15:20:00.000,,,2024-06-23 15:20:59.000,2024-06-23 15:20:59.000,20,1.2269796,16.000488,1.00914,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 15:20:59.000,fd7e00f9-ce6e-c861-ebf7-956b38904635,
,,0,56,2024-06-23 18:16:00.000,,,2024-06-23 18:16:59.000,2024-06-23 18:16:59.000,56,1.4440387,44.802124,2.8767395,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 18:16:59.000,caa33e04-caae-dff9-b03e-501eda0b5600,
,,0,26,2024-06-23 18:17:00.000,,,2024-06-23 18:17:59.000,2024-06-23 18:17:59.000,26,1.5720152,20.800781,1.2980804,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 18:17:59.000,4a3cdf4c-6b04-9fc4-3dc3-bc91d3820df9,
,,10,9,2024-06-23 18:18:00.000,,,2024-06-23 18:18:59.000,2024-06-23 18:18:59.000,19,1.6133962,16.100586,1.1220169,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 18:18:59.000,6879f57d-c2a0-e70f-cde6-a283f8923df3,
,,17,2,2024-06-23 18:20:00.000,,,2024-06-23 18:20:59.000,2024-06-23 18:20:59.000,19,1.7743226,16.400513,1.2082825,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 18:20:59.000,8c67be77-5d85-2247-15a5-8dfb3a63de48,
,,0,34,2024-06-23 18:22:00.000,,,2024-06-23 18:22:59.000,2024-06-23 18:22:59.000,34,1.6140199,27.201294,1.6931,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 18:22:59.000,bbc17f46-1f8c-ec03-1db4-c2c56036d6d5,
,,0,29,2024-06-23 18:23:00.000,,,2024-06-23 18:23:59.000,2024-06-23 18:23:59.000,29,1.3626078,23.801147,1.5891342,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 18:23:59.000,f15bb9a5-d542-1311-2f07-2e3503faa3e1,
,,0,32,2024-06-23 18:24:00.000,,,2024-06-23 18:24:59.000,2024-06-23 18:24:59.000,32,1.4620221,25.601196,1.6414108,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 18:24:59.000,bcdabf6a-323c-7e3c-7541-72150c8836b2,
,,0,50,2024-06-23 18:26:00.000,,,2024-06-23 18:26:59.000,2024-06-23 18:26:59.000,50,1.4894124,40.001343,2.5174866,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 18:26:59.000,3ff2e91e-4122-9718-3413-22627b676abc,
,,0,49,2024-06-23 18:28:00.000,,,2024-06-23 18:28:59.000,2024-06-23 18:28:59.000,49,1.420169,39.201782,2.5090103,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 18:28:59.000,3224863c-c8bc-653f-9cd2-e85c66c293c0,
,,0,36,2024-06-23 18:29:00.000,,,2024-06-23 18:29:59.000,2024-06-23 18:29:59.000,36,1.2755365,28.80127,1.8833694,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 18:29:59.000,747a134e-6af0-4289-9984-082471f825c1,
,,0,29,2024-06-23 18:30:00.000,,,2024-06-23 18:45:01.000,2024-06-23 18:30:59.000,29,1.2283736,23.201294,1.5071182,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-23 18:30:59.000,40159877-41c1-f78a-6930-b996395ab2ed,
,,0,29,2024-06-24 21:19:00.000,,,2024-06-24 21:19:59.000,2024-06-24 21:19:59.000,29,1.533889,23.199999,1.4695826,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-24 21:19:59.000,fa0bf977-bc80-d15e-395e-57922c1f63b0,
,,0,10,2024-06-24 21:20:00.000,,,2024-06-24 21:20:59.000,2024-06-24 21:20:59.000,10,1.2253045,7.9999943,0.5360825,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-24 21:20:59.000,6b0e047d-97d4-bcdf-ad71-7e53e6790811,
,,0,27,2024-06-24 21:22:00.000,,,2024-06-24 21:22:59.000,2024-06-24 21:22:59.000,27,1.201128,21.59998,1.4286578,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-24 21:22:59.000,35c0b54a-aed4-d80b-9372-22ebf10610c6,
,,0,29,2024-06-24 21:23:00.000,,,2024-06-24 21:23:59.000,2024-06-24 21:23:59.000,29,1.3997521,23.20002,1.47716,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-24 21:23:59.000,2a222ef0-ebac-2ce5-5140-05e2c5f1b43c,
,,0,8,2024-06-24 21:24:00.000,,,2024-06-24 21:24:59.000,2024-06-24 21:24:59.000,8,1.2463567,6.400017,0.42181444,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-24 21:24:59.000,5ae84459-ece1-f3c1-039a-2145023d6a9a,
,,0,12,2024-06-24 21:25:00.000,,,2024-06-24 21:26:58.000,2024-06-24 21:25:59.000,12,1.1013645,9.600037,0.6511946,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-24 21:25:59.000,6b3fd240-151b-900a-bff7-7240ba6d1287,
,,0,24,2024-06-24 21:52:00.000,,,2024-06-24 21:52:59.000,2024-06-24 21:52:59.000,24,1.5581098,19.20005,1.2298765,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-24 21:52:59.000,7cbbede8-2490-d7c2-3082-3e86ef114ca5,
,,15,0,2024-06-24 21:53:00.000,,,2024-06-24 21:53:59.000,2024-06-24 21:53:59.000,15,4.0104165,13.20005,0.9878788,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-24 21:53:59.000,90ba7511-2131-9890-bb2a-ea4c9cad7bd4,
,,0,34,2024-06-24 21:58:00.000,,,2024-06-24 21:58:59.000,2024-06-24 21:58:59.000,34,1.24737,27.200104,1.8041668,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-24 21:58:59.000,92020940-35ea-5964-bb4a-76267de54d3c,
,,0,32,2024-06-24 22:23:00.000,,,2024-06-24 22:23:59.000,2024-06-24 22:23:59.000,32,1.3205714,25.600098,1.6783524,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-24 22:23:59.000,7214acc6-158b-f6b3-a908-4a8f70401bf8,
,,0,18,2024-06-24 22:26:00.000,,,2024-06-24 22:26:59.000,2024-06-24 22:26:59.000,18,1.4671444,14.400055,0.93465614,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-24 22:26:59.000,b928e454-e57f-7c2c-7e52-6cfbaa70f5ce,
,,0,22,2024-06-24 22:27:00.000,,,2024-06-24 22:27:59.000,2024-06-24 22:27:59.000,22,1.1236256,17.600067,1.1431332,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-24 22:27:59.000,825ccf93-09dd-519d-7463-0f3b2e3e8809,
,,0,20,2024-06-24 22:31:00.000,,,2024-06-24 22:31:59.000,2024-06-24 22:31:59.000,20,1.3439323,16.000061,1.0466738,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-24 22:31:59.000,d1f15ae6-c82f-ded5-bdef-6133e5b7e6aa,
,,0,50,2024-06-24 22:36:00.000,,,2024-06-24 22:36:59.000,2024-06-24 22:36:59.000,50,1.3160039,39.999847,2.5500565,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-24 22:36:59.000,6b0f07ea-4adc-6138-3d4d-06c44ab32e6c,
,,0,37,2024-06-24 22:40:00.000,,,2024-06-24 22:40:59.000,2024-06-24 22:40:59.000,37,1.3438811,29.59961,1.934185,UTC-0300,rCXGezyjDZ,com.sec.android.app.shealth,2024-06-24 22:40:59.000,f25eb33c-ab3d-97fa-777e-30e5c575d3b5,
